소유자명,생년월일,동호수,소유자_주소,아파트_소재지,도로명주소,건축물_연면적,거주형태,등기목적_분류,등기원인_년월일,근저당설정여부,근저당금액,보유기간,압류가압류,소유형태,세대유형,공유자수,단독소유자수
이도윤,390310,2동104호,경기도 화성시 동탄구 동탄동 639-78,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,투자,경매,2016-09-27,Y,615810000,9년 1개월,없음,단독소유자,단독세대,0,1
임영자,810501,2동105호,서울시 송파구 반포동 707-71,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,투자,증여,2006-12-28,Y,183220000,18년 10개월,없음,단독소유자,단독세대,0,1
김지호,380708,2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,115,실거주,상속,2014-06-03,N,0,11년 4개월,없음,단독소유자,단독세대,0,1
임하준,571008,2동107호,서울시 용산구 장문로 27 청화아파트 2동107호,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,실거주,경매,2022-08-25,Y,345720000,3년 2개월,없음,단독소유자,단독세대,0,1
임영희,690721,2동108호,서울시 성동구 잠실동 954-43,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,투자,매매,2017-02-06,Y,459700000,8년 8개월,없음,단독소유자,단독세대,0,1
임주원,290814,2동109호,경기도 고양시 일산구 백석동 58-73,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,투자,매매,2015-04-25,N,0,10년 6개월,없음,단독소유자,단독세대,0,1
장도윤,540908,2동101호,서울시 강동구 가락동 614-99,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,115,투자,상속,2005-01-27,N,0,20년 9개월,없음,단독소유자,단독세대,0,1
강순자,630222,2동102호,서울시 송파구 반포동 345-24,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,185,투자,증여,2014-04-06,Y,109350000,11년 6개월,없음,단독소유자,단독세대,0,1
강하준,661216,2동103호,서울시 송파구 석촌동 102-79,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,115,투자,경매,2023-04-22,Y,702590000,2년 6개월,없음,단독소유자,단독세대,0,1
조영자,851213,2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,115,실거주,매매,2005-02-03,N,0,20년 8개월,없음,단독소유자,단독세대,0,1
조민준,400302,2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,실거주,경매,2009-04-04,Y,801350000,16년 6개월,없음,단독소유자,단독세대,0,1
박지호,580419,2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,115,실거주,경매,2024-02-16,Y,197780000,1년 8개월,없음,단독소유자,단독세대,0,1
임하준,730303,2동107호,경기도 수원시 영통구 동탄동 468-91,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,경매,2020-01-18,Y,412060000,5년 9개월,없음,단독소유자,단독세대,0,1
장주원,920308,2동108호,경기도 용인시 수지구 동탄동 366-31,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,투자,매매,2005-01-09,Y,429900000,20년 9개월,없음,단독소유자,단독세대,0,1
조예준,711027,2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,실거주,증여,2004-01-03,Y,385370000,21년 9개월,없음,단독소유자,단독세대,0,1
장하준,820825,2동101호,서울시 양천구 석촌동 271-54,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,115,투자,증여,2018-02-07,Y,486490000,7년 8개월,없음,단독소유자,단독세대,0,1
장영희,430403,2동102호,서울시 노원구 삼성동 44-74,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,185,투자,경매,2021-02-02,Y,828360000,4년 8개월,없음,단독소유자,단독세대,0,1
이도윤,570108,2동103호,서울시 성동구 대치동 987-38,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,투자,증여,2009-04-10,Y,531700000,16년 6개월,없음,단독소유자,단독세대,0,1
김지호,730624,2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,실거주,경매,2010-08-01,Y,266720000,15년 2개월,없음,단독소유자,단독세대,0,1
강영자,660302,2동105호,서울시 서대문구 석촌동 179-68,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,투자,증여,2016-12-06,Y,489100000,8년 10개월,없음,단독소유자,단독세대,0,1
박영자,420520,2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,115,실거주,증여,2025-02-16,Y,971160000,0년 8개월,없음,단독소유자,단독세대,0,1
김영자,360812,2동107호,충청남도 천안시 불당동 998-75,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,증여,2023-08-05,Y,427030000,2년 2개월,없음,단독소유자,단독세대,0,1
이예준,700312,2동108호,서울시 강북구 신사동 596-6,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,투자,경매,2019-05-27,N,0,6년 5개월,없음,단독소유자,단독세대,0,1
최예준,900109,2동109호,서울시 중구 압구정동 192-56,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,투자,매매,2019-07-24,N,0,6년 3개월,없음,단독소유자,단독세대,0,1
장서준,501201,2동101호,서울시 노원구 서초동 892-55,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,매매,2014-11-15,N,0,10년 11개월,없음,단독소유자,단독세대,0,1
이예준,600225,2동102호,서울시 용산구 장문로 27 청화아파트 2동102호,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,115,실거주,경매,2020-09-25,Y,242690000,5년 1개월,없음,단독소유자,단독세대,0,1
임민준,671011,2동103호,서울시 노원구 대치동 36-93,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,투자,증여,2015-07-13,N,0,10년 3개월,없음,단독소유자,단독세대,0,1
정도윤,560115,2동104호,서울시 종로구 문정동 633-78,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,115,투자,경매,2018-11-26,Y,180590000,6년 11개월,없음,단독소유자,단독세대,0,1
장순자,610907,2동105호,서울시 노원구 신사동 795-81,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,투자,상속,2021-07-14,N,0,4년 3개월,없음,단독소유자,단독세대,0,1
윤민준,570402,2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,실거주,증여,2015-01-16,N,0,10년 9개월,없음,단독소유자,단독세대,0,1
최순자,640713,2동107호,강원도 춘천시 퇴계동 528-50,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,상속,2008-05-05,Y,849310000,17년 5개월,없음,단독소유자,단독세대,0,1
조도윤,301113,2동108호,서울시 강서구 잠실동 44-88,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,투자,증여,2020-03-01,Y,523430000,5년 7개월,없음,단독소유자,단독세대,0,1
윤서연,410103,2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,실거주,증여,2017-04-09,N,0,8년 6개월,없음,단독소유자,단독세대,0,1
조민서,510422,2동101호,서울시 노원구 대치동 940-96,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,매매,2014-11-18,N,0,10년 11개월,없음,단독소유자,단독세대,0,1
김민준,850620,2동102호,경기도 성남시 분당구 정자동 672-99,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,185,투자,경매,2020-08-15,Y,343000000,5년 2개월,없음,단독소유자,단독세대,0,1
정민준,360620,2동103호,"2641 Oak Ave, Boston, CA, USA",서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,투자,경매,2017-10-20,N,0,8년 0개월,없음,단독소유자,단독세대,0,1
윤영희,630810,2동104호,경기도 고양시 일산구 백석동 907-6,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,투자,경매,2009-01-10,N,0,16년 9개월,없음,단독소유자,단독세대,0,1
정하준,590813,2동105호,서울시 성동구 가락동 505-83,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,115,투자,증여,2009-12-08,N,0,15년 10개월,없음,단독소유자,단독세대,0,1
조순자,610601,2동106호,대구시 수성구 범어동 104-19,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,115,투자,경매,2011-05-13,Y,552750000,14년 5개월,없음,단독소유자,단독세대,0,1
김민준,690717,2동107호,서울시 강동구 가락동 373-32,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,증여,2020-09-25,Y,301270000,5년 1개월,없음,단독소유자,단독세대,0,1
박영자,290601,2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,115,실거주,상속,2005-12-18,Y,882120000,19년 10개월,없음,단독소유자,단독세대,0,1
김서연,690618,2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,실거주,증여,2007-05-09,Y,582910000,18년 5개월,없음,단독소유자,단독세대,0,1
정도윤,710807,2동101호,서울시 용산구 장문로 27 청화아파트 2동101호,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,115,실거주,매매,2021-03-04,Y,224430000,4년 7개월,없음,단독소유자,단독세대,0,1
최하준,580701,2동102호,경기도 고양시 일산구 백석동 348-21,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,185,투자,증여,2020-12-04,Y,512400000,4년 10개월,없음,단독소유자,단독세대,0,1
조주원,380823,2동103호,경기도 성남시 분당구 정자동 968-93,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,투자,경매,2013-04-10,Y,550110000,12년 6개월,없음,단독소유자,단독세대,0,1
장순자,840912,2동104호,경상남도 창원시 성산구 617-79,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,투자,증여,2010-03-01,Y,515090000,15년 7개월,없음,단독소유자,단독세대,0,1
강주원,600626,2동105호,서울시 강서구 삼성동 221-95,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,115,투자,매매,2021-10-25,Y,539430000,4년 0개월,없음,단독소유자,단독세대,0,1
최순자,사업자 307-84-50972,2동106호,"1861 Park Blvd, Boston, CA, USA",서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,투자,증여,2006-05-02,N,0,19년 5개월,없음,단독소유자,단독세대,0,1
김서준,571112,2동107호,서울시 노원구 방배동 841-40,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,115,투자,상속,2018-10-23,Y,976330000,7년 0개월,없음,단독소유자,단독세대,0,1
이서연,******,2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,실거주,경매,2006-09-26,N,0,19년 1개월,없음,단독소유자,단독세대,0,1
조시우,570719,2동109호,서울시 송파구 방배동 104-53,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,투자,증여,2004-06-01,Y,722250000,21년 4개월,없음,단독소유자,단독세대,0,1
주식회사 한빛,500314,2동101호,서울시 동대문구 송파동 661-8,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,상속,2022-11-11,N,0,2년 11개월,없음,단독소유자,단독세대,0,1
김예준,660118,2동102호,강원도 춘천시 퇴계동 587-35,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,115,투자,경매,2020-01-15,N,0,5년 9개월,없음,단독소유자,단독세대,0,1
윤서연,650324,2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,실거주,증여,2016-06-09,N,0,9년 4개월,없음,단독소유자,단독세대,0,1
임예준,571202,2동104호,서울시 강북구 논현동 51-86,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,투자,매매,2007-12-17,Y,944160000,17년 10개월,없음,단독소유자,단독세대,0,1
박하준,641228,2동105호,경기도 고양시 일산구 백석동 41-26,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,투자,증여,2021-01-25,Y,389390000,4년 9개월,없음,단독소유자,단독세대,0,1
장하준,710408,2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,실거주,매매,2011-12-18,N,0,13년 10개월,없음,단독소유자,단독세대,0,1
김민서,650208,2동107호,서울시 은평구 삼성동 342-25,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,상속,2021-12-17,N,0,3년 10개월,없음,단독소유자,단독세대,0,1
윤지호,571015,2동108호,서울시 관악구 방배동 849-21,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,115,투자,경매,2018-10-22,Y,922170000,7년 0개월,없음,단독소유자,단독세대,0,1
장민준,770520,2동109호,서울시 성북구 논현동 29-96,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,투자,경매,2021-11-03,N,0,3년 11개월,없음,단독소유자,단독세대,0,1
정도윤,480619,2동101호,경기도 용인시 수지구 동탄동 156-83,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,185,투자,경매,2012-10-03,Y,177890000,13년 0개월,없음,단독소유자,단독세대,0,1
정민서,690405,2동102호,경기도 고양시 일산구 백석동 373-36,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,115,투자,증여,2011-01-22,N,0,14년 9개월,없음,단독소유자,단독세대,0,1
이순자,360615,2동103호,경기도 성남시 분당구 정자동 198-72,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,투자,경매,2007-04-19,Y,628350000,18년 6개월,없음,단독소유자,단독세대,0,1
윤영희,591201,2동104호,서울시 광진구 방배동 448-16,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,투자,상속,2011-04-13,N,0,14년 6개월,없음,단독소유자,단독세대,0,1
김주원,950718,2동105호,서울시 도봉구 석촌동 346-18,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,115,투자,상속,2022-10-25,Y,821180000,3년 0개월,없음,단독소유자,단독세대,0,1
윤민서,470403,2동106호,경기도 화성시 동탄구 동탄동 137-64,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,투자,증여,2018-10-18,Y,898040000,7년 0개월,없음,단독소유자,단독세대,0,1
임시우,440925,2동107호,서울시 동대문구 압구정동 310-78,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,투자,매매,2008-05-03,N,0,17년 5개월,없음,단독소유자,단독세대,0,1
최서연,570619,2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,실거주,경매,2008-07-23,Y,252850000,17년 3개월,없음,단독소유자,단독세대,0,1
정민서,451028,2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,실거주,상속,2005-05-24,Y,174050000,20년 5개월,없음,단독소유자,단독세대,0,1
윤하준,650524,2동101호,서울시 성북구 압구정동 236-58,서울시 용산구 장문로 27 청화아파트 2동101호,서울특별시 용산구 장문로 27,115,투자,상속,2025-04-27,Y,730070000,0년 6개월,없음,단독소유자,단독세대,0,1
박순자,560712,2동102호,서울시 용산구 장문로 27 청화아파트 2동102호,서울시 용산구 장문로 27 청화아파트 2동102호,서울특별시 용산구 장문로 27,185,실거주,매매,2010-10-02,Y,716090000,15년 0개월,없음,단독소유자,단독세대,0,1
조영희,581226,2동103호,경기도 고양시 일산구 백석동 840-92,서울시 용산구 장문로 27 청화아파트 2동103호,서울특별시 용산구 장문로 27,185,투자,증여,2021-04-02,Y,809840000,4년 6개월,없음,단독소유자,단독세대,0,1
정순자,750622,2동104호,서울시 용산구 석촌동 663-49,서울시 용산구 장문로 27 청화아파트 2동104호,서울특별시 용산구 장문로 27,185,투자,매매,2021-05-13,Y,436950000,4년 5개월,없음,단독소유자,단독세대,0,1
이영희,560520,2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울시 용산구 장문로 27 청화아파트 2동105호,서울특별시 용산구 장문로 27,185,실거주,매매,2004-09-04,Y,179680000,21년 1개월,없음,단독소유자,단독세대,0,1
임영자,690713,2동106호,서울시 도봉구 압구정동 865-92,서울시 용산구 장문로 27 청화아파트 2동106호,서울특별시 용산구 장문로 27,185,투자,경매,2010-01-07,Y,616720000,15년 9개월,없음,단독소유자,단독세대,0,1
장서연,300121,2동107호,서울시 용산구 장문로 27 청화아파트 2동107호,서울시 용산구 장문로 27 청화아파트 2동107호,서울특별시 용산구 장문로 27,185,실거주,상속,2019-01-12,Y,472410000,6년 9개월,없음,단독소유자,단독세대,0,1
김서연,851010,2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울시 용산구 장문로 27 청화아파트 2동108호,서울특별시 용산구 장문로 27,185,실거주,매매,2023-06-19,Y,171720000,2년 4개월,없음,단독소유자,단독세대,0,1
임도윤,590208,2동109호,서울시 강남구 서초동 172-11,서울시 용산구 장문로 27 청화아파트 2동109호,서울특별시 용산구 장문로 27,185,투자,경매,2007-07-25,Y,345030000,18년 3개월,없음,단독소유자,단독세대,0,1
정민준,371209,3동101호,서울시 용산구 장문로 27 청화아파트 3동101호,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,실거주,상속,2020-05-01,N,0,5년 5개월,없음,단독소유자,단독세대,0,1
윤지호,631106,3동102호,경상남도 창원시 성산구 975-85,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,증여,2017-09-01,Y,550450000,8년 1개월,없음,단독소유자,단독세대,0,1
윤도윤,540508,3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,실거주,매매,2004-01-26,Y,356550000,21년 9개월,없음,단독소유자,단독세대,0,1
박민준,660808,3동104호,서울시 도봉구 문정동 643-84,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,증여,2014-04-15,Y,671370000,11년 6개월,없음,단독소유자,단독세대,0,1
김하준,620308,3동105호,서울시 동작구 서초동 708-89,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,매매,2004-09-04,Y,762730000,21년 1개월,없음,단독소유자,단독세대,0,1
장시우,780401,3동101호,경기도 화성시 동탄구 동탄동 234-19,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,경매,2014-07-17,N,0,11년 3개월,없음,단독소유자,단독세대,0,1
정서준,700425,3동102호,경기도 고양시 일산구 백석동 254-80,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,증여,2017-11-03,Y,735960000,7년 11개월,없음,단독소유자,단독세대,0,1
최지호,******,3동103호,경기도 용인시 수지구 동탄동 180-23,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,투자,상속,2012-02-26,Y,873760000,13년 8개월,없음,단독소유자,단독세대,0,1
박서준,520118,3동104호,서울시 용산구 장문로 27 청화아파트 3동104호,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,실거주,경매,2016-10-19,N,0,9년 0개월,없음,단독소유자,단독세대,0,1
임도윤,470206,3동105호,서울시 강동구 대치동 978-89,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,매매,2013-04-10,N,0,12년 6개월,없음,단독소유자,단독세대,0,1
윤민준,670803,3동101호,경기도 성남시 분당구 정자동 813-28,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,증여,2024-01-04,Y,666450000,1년 9개월,없음,단독소유자,단독세대,0,1
조서준,361217,3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,실거주,증여,2023-09-14,Y,762990000,2년 1개월,없음,단독소유자,단독세대,0,1
임지호,630327,3동103호,경기도 용인시 수지구 동탄동 698-21,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,투자,매매,2016-07-17,N,0,9년 3개월,없음,단독소유자,단독세대,0,1
박민서,600521,3동104호,서울시 마포구 방배동 95-97,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,매매,2017-05-24,N,0,8년 5개월,없음,단독소유자,단독세대,0,1
임주원,900207,3동105호,서울시 서초구 가락동 688-97,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,경매,2010-04-27,N,0,15년 6개월,없음,단독소유자,단독세대,0,1
장민서,520727,3동101호,서울시 광진구 서초동 680-54,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,매매,2022-09-12,N,0,3년 1개월,없음,단독소유자,단독세대,0,1
김주원,740525,3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,실거주,증여,2020-07-15,Y,967430000,5년 3개월,없음,단독소유자,단독세대,0,1
이영희,650401,3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,실거주,증여,2006-08-03,Y,749160000,19년 2개월,없음,단독소유자,단독세대,0,1
이지호,281218,3동104호,서울시 은평구 논현동 880-45,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,매매,2014-08-04,N,0,11년 2개월,없음,단독소유자,단독세대,0,1
김영자,641016,3동105호,경기도 수원시 영통구 동탄동 527-53,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,상속,2019-01-25,Y,288580000,6년 9개월,없음,단독소유자,단독세대,0,1
박시우,950713,3동101호,서울시 용산구 장문로 27 청화아파트 3동101호,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,실거주,증여,2019-01-14,Y,596670000,6년 9개월,없음,단독소유자,단독세대,0,1
임시우,460621,3동102호,서울시 은평구 대치동 635-2,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,매매,2020-02-27,Y,686380000,5년 8개월,없음,단독소유자,단독세대,0,1
윤지호,620123,3동103호,서울시 서대문구 신사동 861-45,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,투자,증여,2023-12-11,Y,430150000,1년 10개월,없음,단독소유자,단독세대,0,1
장예준,470420,3동104호,서울시 용산구 장문로 27 청화아파트 3동104호,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,실거주,경매,1983-06-26,N,0,42년 4개월,없음,단독소유자,단독세대,0,1
이서준,590812,3동105호,서울시 구로구 대치동 150-53,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,상속,2010-04-12,Y,260610000,15년 6개월,없음,단독소유자,단독세대,0,1
임영희,790806,3동101호,서울시 구로구 잠실동 560-55,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,상속,2012-10-19,Y,304950000,13년 0개월,없음,단독소유자,단독세대,0,1
정순자,430913,3동102호,서울시 구로구 대치동 957-55,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,상속,1983-12-16,Y,834620000,41년 10개월,없음,단독소유자,단독세대,0,1
박서준,810511,3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,실거주,증여,2017-03-15,Y,418300000,8년 7개월,없음,단독소유자,단독세대,0,1
김순자,790907,3동104호,서울시 용산구 장문로 27 청화아파트 3동104호,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,실거주,매매,2011-10-27,Y,133810000,14년 0개월,없음,단독소유자,단독세대,0,1
최지호,571015,3동105호,서울시 용산구 장문로 27 청화아파트 3동105호,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,실거주,증여,2024-11-24,Y,180520000,0년 11개월,없음,단독소유자,단독세대,0,1
강민서,730117,3동101호,서울시 구로구 압구정동 724-31,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,증여,2018-02-20,N,0,7년 8개월,없음,단독소유자,단독세대,0,1
최도윤,570111,3동102호,경기도 용인시 수지구 동탄동 163-90,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,투자,상속,1983-08-08,Y,599710000,42년 2개월,없음,단독소유자,단독세대,0,1
강하준,540905,3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,실거주,경매,2015-03-24,Y,396130000,10년 7개월,없음,단독소유자,단독세대,0,1
임영자,601218,3동104호,서울시 성북구 문정동 441-97,서울시 용산구 장문로 27 청화아파트 3동104호,서울특별시 용산구 장문로 27,154,투자,경매,2003-08-11,Y,248570000,22년 2개월,없음,단독소유자,단독세대,0,1
장시우,500607,3동105호,서울시 광진구 잠실동 860-1,서울시 용산구 장문로 27 청화아파트 3동105호,서울특별시 용산구 장문로 27,154,투자,상속,2023-06-04,Y,832810000,2년 4개월,없음,단독소유자,단독세대,0,1
최주원,400705,3동101호,서울시 중랑구 논현동 746-95,서울시 용산구 장문로 27 청화아파트 3동101호,서울특별시 용산구 장문로 27,154,투자,상속,2006-11-20,Y,622590000,18년 11개월,없음,단독소유자,단독세대,0,1
이하준,580906,3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울시 용산구 장문로 27 청화아파트 3동102호,서울특별시 용산구 장문로 27,154,실거주,매매,2015-03-01,Y,808050000,10년 7개월,없음,단독소유자,단독세대,0,1
정지호,사업자 598-69-49481,3동103호,서울시 송파구 역삼동 781-42,서울시 용산구 장문로 27 청화아파트 3동103호,서울특별시 용산구 장문로 27,154,투자,상속,2024-09-06,N,0,1년 1개월,없음,단독소유자,단독세대,0,1
